 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1  -195932.4174  -196192.6956  -196192.6956  1.93998  1.93998  0.00000
    2  -195925.6541  -196166.0737  -196166.0737  0.22898  1.74612  0.00000
    3  -195850.5794  -195881.3163  -195881.3163  1.85734  0.89743  0.00000
    4  -195732.9382  -195691.0602  -195691.0602  4.09497  0.55942  0.00000
    5  -195893.3183  -195883.8634  -195883.8634  0.84153  0.12438  0.00000
    6  -195902.9213  -195906.7044  -195906.7044  0.68920  0.21830  0.00000
    7  -195905.0001  -195903.9098  -195903.9098  0.34461  0.06281  0.00000
    8  -195907.4202  -195906.3098  -195906.3098  0.13974  0.03602  0.00000
    9  -195908.1147  -195907.9152  -195907.9152  0.04182  0.00991  0.00000
   10  -195908.6029  -195908.1637  -195908.1637  0.02028  0.00829  0.00000
   11  -195908.6458  -195908.6662  -195908.6662  0.01425  0.00417  0.00000
   12  -195908.9225  -195908.6410  -195908.6410  0.01243  0.00691  0.00000
   13  -195908.8828  -195908.9549  -195908.9549  0.00779  0.00432  0.00000
   14  -195909.0069  -195908.8784  -195908.8784  0.00543  0.00554  0.00000
   15  -195908.9260  -195909.0222  -195909.0222  0.00432  0.00128  0.00000
   16  -195908.9164  -195908.9179  -195908.9179  0.00282  0.00097  0.00000
   17  -195908.9242  -195908.9157  -195908.9157  0.00115  0.00034  0.00000
   18  -195908.9207  -195908.9250  -195908.9250  0.00069  0.00023  0.00000
   19  -195908.9237  -195908.9200  -195908.9200  0.00054  0.00021  0.00000
   20  -195908.9199  -195908.9246  -195908.9246  0.00050  0.00008  0.00000
   21  -195908.9142  -195908.9196  -195908.9196  0.00035  0.00018  0.00000
   22  -195908.9160  -195908.9135  -195908.9135  0.00025  0.00007  0.00000
   23  -195908.9159  -195908.9165  -195908.9165  0.00019  0.00007  0.00000
   24  -195908.9191  -195908.9158  -195908.9158  0.00013  0.00003  0.00000
   25  -195908.9185  -195908.9194  -195908.9194  0.00015  0.00010  0.00000
   26  -195908.9186  -195908.9184  -195908.9184  0.00007  0.00002  0.00000
    1  -195912.1379  -195908.9185  -195908.9185  0.02372  0.09932  0.00000
    2  -195895.4392  -195899.5321  -195899.5321  0.63581  0.32761  0.00000
    3  -195841.4322  -195833.6365  -195833.6365  1.51480  0.24006  0.00000
    4  -195909.4871  -195909.1684  -195909.1684  0.02139  0.00619  0.00000
    5  -195909.3664  -195909.5653  -195909.5653  0.02059  0.00448  0.00000
    6  -195909.2027  -195909.3268  -195909.3268  0.01375  0.00406  0.00000
    7  -195909.1806  -195909.1941  -195909.1941  0.01001  0.00065  0.00000
    8  -195909.1576  -195909.1801  -195909.1801  0.00767  0.00110  0.00000
    9  -195909.1844  -195909.1617  -195909.1617  0.00201  0.00094  0.00000
   10  -195909.1900  -195909.1884  -195909.1884  0.00102  0.00027  0.00000
   11  -195909.2074  -195909.1900  -195909.1900  0.00086  0.00073  0.00000
   12  -195909.2039  -195909.2091  -195909.2091  0.00061  0.00027  0.00000
   13  -195909.2028  -195909.2031  -195909.2031  0.00016  0.00005  0.00000
   14  -195909.2032  -195909.2022  -195909.2022  0.00022  0.00006  0.00000
   15  -195909.2036  -195909.2035  -195909.2035  0.00010  0.00005  0.00000
    1  -195911.4611  -195909.2034  -195909.2034  0.02369  0.09706  0.00000
    2  -195897.5012  -195899.1576  -195899.1576  0.63360  0.32280  0.00000
    3  -195840.4324  -195834.2917  -195834.2917  1.50645  0.23618  0.00000
    4  -195909.5044  -195909.2718  -195909.2718  0.02033  0.00587  0.00000
    5  -195909.3388  -195909.5639  -195909.5639  0.01765  0.00417  0.00000
    6  -195909.2612  -195909.2912  -195909.2912  0.01341  0.00402  0.00000
    7  -195909.2506  -195909.2607  -195909.2607  0.01009  0.00051  0.00000
    8  -195909.2258  -195909.2499  -195909.2499  0.00775  0.00165  0.00000
    9  -195909.2839  -195909.2244  -195909.2244  0.00318  0.00145  0.00000
   10  -195909.2618  -195909.2971  -195909.2971  0.00189  0.00055  0.00000
   11  -195909.2702  -195909.2537  -195909.2537  0.00126  0.00076  0.00000
   12  -195909.2714  -195909.2736  -195909.2736  0.00064  0.00008  0.00000
   13  -195909.2701  -195909.2707  -195909.2707  0.00033  0.00005  0.00000
   14  -195909.2703  -195909.2699  -195909.2699  0.00030  0.00008  0.00000
   15  -195909.2725  -195909.2703  -195909.2703  0.00026  0.00007  0.00000
   16  -195909.2731  -195909.2725  -195909.2725  0.00011  0.00003  0.00000
   17  -195909.2736  -195909.2731  -195909.2731  0.00006  0.00004  0.00000
    1  -195910.4630  -195909.2737  -195909.2737  0.02368  0.09611  0.00000
    2  -195899.8628  -195898.5196  -195898.5196  0.64241  0.32574  0.00000
    3  -195840.3083  -195836.1591  -195836.1591  1.51403  0.23644  0.00000
    4  -195909.2959  -195909.3755  -195909.3755  0.02270  0.00433  0.00000
    5  -195909.3556  -195909.2879  -195909.2879  0.01599  0.00531  0.00000
    6  -195909.1963  -195909.3739  -195909.3739  0.01221  0.00237  0.00000
    7  -195909.1996  -195909.1570  -195909.1570  0.00900  0.00061  0.00000
    8  -195909.1563  -195909.2118  -195909.2118  0.00776  0.00165  0.00000
    9  -195909.1643  -195909.1452  -195909.1452  0.00535  0.00105  0.00000
   10  -195909.1960  -195909.1696  -195909.1696  0.00264  0.00072  0.00000
   11  -195909.2056  -195909.2017  -195909.2017  0.00122  0.00035  0.00000
   12  -195909.2098  -195909.2065  -195909.2065  0.00065  0.00015  0.00000
   13  -195909.2115  -195909.2102  -195909.2102  0.00045  0.00011  0.00000
   14  -195909.2145  -195909.2113  -195909.2113  0.00038  0.00012  0.00000
   15  -195909.2137  -195909.2153  -195909.2153  0.00032  0.00005  0.00000
   16  -195909.2144  -195909.2129  -195909.2129  0.00023  0.00002  0.00000
   17  -195909.2158  -195909.2147  -195909.2147  0.00019  0.00003  0.00000
   18  -195909.2171  -195909.2158  -195909.2158  0.00013  0.00003  0.00000
   19  -195909.2177  -195909.2173  -195909.2173  0.00003  0.00001  0.00000
    1  -195909.4021  -195909.2178  -195909.2178  0.02368  0.09665  0.00000
    2  -195901.8660  -195897.9276  -195897.9276  0.64124  0.32513  0.00000
    3  -195840.4882  -195838.0995  -195838.0995  1.49938  0.23350  0.00000
    4  -195909.0271  -195909.2915  -195909.2915  0.02761  0.00425  0.00000
    5  -195908.9852  -195908.9685  -195908.9685  0.02063  0.00602  0.00000
    6  -195908.9614  -195908.9936  -195908.9936  0.01368  0.00410  0.00000
    7  -195908.9559  -195908.9482  -195908.9482  0.00993  0.00058  0.00000
    8  -195908.9568  -195908.9626  -195908.9626  0.00780  0.00157  0.00000
    9  -195908.9530  -195908.9527  -195908.9527  0.00240  0.00135  0.00000
   10  -195908.9660  -195908.9532  -195908.9532  0.00111  0.00021  0.00000
   11  -195908.9684  -195908.9686  -195908.9686  0.00099  0.00040  0.00000
   12  -195908.9674  -195908.9689  -195908.9689  0.00055  0.00010  0.00000
   13  -195908.9721  -195908.9666  -195908.9666  0.00046  0.00014  0.00000
   14  -195908.9720  -195908.9735  -195908.9735  0.00036  0.00015  0.00000
   15  -195908.9729  -195908.9713  -195908.9713  0.00015  0.00008  0.00000
   16  -195908.9723  -195908.9729  -195908.9729  0.00013  0.00004  0.00000
   17  -195908.9736  -195908.9722  -195908.9722  0.00006  0.00002  0.00000
