 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1   -99541.0464   -99540.9711   -99540.9711  0.00212  0.00000  0.00000
    2   -99540.9869   -99540.9730   -99540.9730  0.00209  0.00000  0.00000
    3   -99540.9594   -99540.9732   -99540.9732  0.00197  0.00000  0.00000
    4   -99540.9443   -99540.9728   -99540.9728  0.00183  0.00000  0.00000
    5   -99540.9814   -99540.9698   -99540.9698  0.00152  0.00000  0.00000
    6   -99540.9397   -99540.9719   -99540.9719  0.00124  0.00000  0.00000
    7   -99540.9826   -99540.9711   -99540.9711  0.00164  0.00000  0.00000
    8   -99540.9727   -99540.9689   -99540.9689  0.00069  0.00000  0.00000
    9   -99540.9745   -99540.9687   -99540.9687  0.00070  0.00000  0.00000
   10   -99540.9685   -99540.9680   -99540.9680  0.00031  0.00000  0.00000
   11   -99540.9667   -99540.9673   -99540.9673  0.00027  0.00000  0.00000
   12   -99540.9652   -99540.9672   -99540.9672  0.00011  0.00000  0.00000
   13   -99540.9617   -99540.9669   -99540.9669  0.00010  0.00000  0.00000
