    0.148432032   -0.052318603   -0.003745548
    0.296864064   -0.054384566   -0.007621200
    0.445296095   -0.023825688   -0.004572577
    0.593728127    0.018493203    0.003554076
    0.742160159    0.046901254    0.012467131
    0.890592191    0.052007779    0.016525016
    1.039024223    0.038005151    0.011582283
    1.187456254    0.010072781   -0.001399666
    1.335888286   -0.025979371   -0.016782174
    1.484320318   -0.058424817   -0.028585692
    1.632752350   -0.072380442   -0.033168587
    1.781184382   -0.060776298   -0.029341365
    1.929616413   -0.030616851   -0.018419609
    2.078048445    0.005924889   -0.003756314
    2.226480477    0.036863338    0.010420170
    2.374912509    0.050472917    0.020014765
    2.523344540    0.044218251    0.022457865
    2.671776572    0.026854942    0.018050609
    2.820208604    0.006385872    0.009869449
    2.968640636   -0.013515151    0.003129135
    3.117072668   -0.024925903    0.002450273
    3.265504699   -0.020404785    0.008864532
    3.413936731    0.003290717    0.020328203
    3.562368763    0.039466219    0.033660134
    3.710800795    0.071754753    0.044445271
    3.859232827    0.086631570    0.047418860
    4.007664858    0.079808369    0.039019748
    4.156096890    0.050570051    0.020054542
    4.304528922    0.000410337   -0.002958650
    4.452960954   -0.055503067   -0.021916049
    4.601392986   -0.093290216   -0.032911704
    4.749825017   -0.089337598   -0.035877112
    4.898257049   -0.046070221   -0.030946931
    5.046689081    0.002838788   -0.019211848
    5.195121113    0.029812193   -0.005153501
    5.343553145    0.034921603    0.004423365
    5.491985176    0.026642515    0.004762378
    5.640417208    0.005118216   -0.002620476
    5.788849240   -0.022299541   -0.011661997
    5.937281272   -0.043697129   -0.017000211
    6.085713303   -0.048841191   -0.016678475
    6.234145335   -0.033478452   -0.011113753
    6.382577367   -0.002445896   -0.002654659
    6.531009399    0.028894667    0.005451312
    6.679441431    0.044071274    0.009986841
    6.827873462    0.036914112    0.007691610
    6.976305494    0.013044670   -0.003204496
    7.124737526   -0.017092484   -0.020613433
    7.273169558   -0.049545070   -0.038683035
    7.421601590   -0.078718643   -0.051387894
    7.570033621   -0.092967892   -0.055859519
    7.718465653   -0.082415937   -0.052534542
    7.866897685   -0.052019904   -0.042806411
    8.015329717   -0.018256701   -0.029730328
    8.163761749    0.006182351   -0.018841300
    8.312193780    0.018551852   -0.015759235
    8.460625812    0.012813934   -0.022335649
    8.609057844   -0.016744696   -0.034802415
    8.757489876   -0.060841477   -0.046496198
    8.905921908   -0.098054806   -0.052355547
    9.054353939   -0.105524064   -0.049665317
    9.202785971   -0.075674130   -0.037322171
    9.351218003   -0.022463592   -0.016569704
    9.499650035    0.031645545    0.008270134
    9.648082066    0.069657324    0.030501958
    9.796514098    0.084425796    0.043223521
    9.944946130    0.075824061    0.042787215
   10.093378162    0.050098703    0.030513235
   10.241810194    0.013376810    0.011956783
   10.390242225   -0.025517737   -0.005835195
   10.538674257   -0.054272312   -0.017245206
   10.687106289   -0.060237838   -0.020055397
   10.835538321   -0.040118052   -0.014895445
   10.983970353   -0.004046015   -0.004422339
   11.132402384    0.030427363    0.006807373
   11.280834416    0.049496477    0.013948036
   11.429266448    0.047794005    0.014901125
   11.577698480    0.024335674    0.010508610
   11.726130512   -0.010253199    0.003499794
   11.874562543   -0.033446428   -0.002217293
   12.022994575   -0.034793622   -0.003286830
   12.171426607   -0.018634347    0.002204644
   12.319858639    0.009476865    0.013429787
   12.468290671    0.040307248    0.025405557
   12.616722702    0.062775990    0.032284124
   12.765154734    0.068322805    0.030704392
   12.913586766    0.050383961    0.019722762
   13.062018798    0.013356347    0.001705016
   13.210450829   -0.029692469   -0.017584586
   13.358882861   -0.067394546   -0.031761286
   13.507314893   -0.085816978   -0.036223063
   13.655746925   -0.072251221   -0.029632073
   13.804178957   -0.030914098   -0.013881490
   13.952610988    0.019151524    0.006992404
   14.101043020    0.059493279    0.027775259
   14.249475052    0.080561609    0.042465039
   14.397907084    0.078722714    0.046404982
   14.546339116    0.059663006    0.038980443
   14.694771147    0.030577242    0.024225877
   14.843203179   -0.003334497    0.009105951
   14.991635211   -0.032820249   -0.000720145
   15.140067243   -0.043788688   -0.003815340
   15.288499275   -0.025277871   -0.001198483
   15.436931306    0.009940044    0.005190239
   15.585363338    0.037996636    0.012747828
   15.733795370    0.048895245    0.017658747
   15.882227402    0.041386552    0.015855354
   16.030659434    0.020082875    0.006994990
   16.179091465   -0.009412253   -0.004917676
   16.327523497   -0.037901624   -0.014503156
   16.475955529   -0.052082502   -0.017682738
   16.624387561   -0.045392025   -0.012426456
   16.772819592   -0.018203117    0.001246721
   16.921251624    0.019129481    0.020118247
   17.069683656    0.056876845    0.038134435
   17.218115688    0.086299991    0.049000069
   17.366547720    0.094199054    0.048903169
   17.514979751    0.074030815    0.075049727
   17.663411783    0.030667417    0.066924463
   17.811843815   -0.018881416    0.054060815
