 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1    -1045.9917    -1036.6005    -1036.6005  0.60487  0.60487  0.00000
    2    -1046.1279    -1037.5336    -1037.5336  0.02708  0.54694  0.00000
    3    -1047.3490    -1045.5044    -1045.5044  0.25121  0.24073  0.00000
    4    -1047.5971    -1047.6677    -1047.6677  0.04024  0.03228  0.00000
    5    -1047.3413    -1047.6225    -1047.6225  0.02839  0.05050  0.00000
    6    -1047.4908    -1047.3604    -1047.3604  0.00789  0.01268  0.00000
    7    -1047.3472    -1047.4872    -1047.4872  0.01310  0.01696  0.00000
    8    -1047.3743    -1047.3513    -1047.3513  0.00399  0.00362  0.00000
    9    -1047.3710    -1047.3739    -1047.3739  0.00321  0.00266  0.00000
   10    -1047.3763    -1047.3711    -1047.3711  0.00100  0.00089  0.00000
   11    -1047.3798    -1047.3762    -1047.3762  0.00066  0.00077  0.00000
   12    -1047.3787    -1047.3797    -1047.3797  0.00041  0.00069  0.00000
   13    -1047.3793    -1047.3787    -1047.3787  0.00016  0.00010  0.00000
