 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1  -195854.4710  -196105.1432  -196105.1432  1.92348  1.92348  0.00000
    2  -195943.9536  -196056.5449  -196056.5449  1.32666  1.72764  0.00000
    3  -195573.6763  -195735.1243  -195735.1243  2.70788  1.47706  0.00000
    4  -182426.1118  -181980.4321  -181980.4321 30.02634  1.38224  0.00000
    5  -195839.3536  -195854.8800  -195854.8800  2.50316  0.54302  0.00000
    6  -195842.0028  -195849.8801  -195849.8801  2.05277  0.21547  0.00000
    7  -195871.7993  -195872.6822  -195872.6822  1.38443  0.11023  0.00000
    8  -195886.1623  -195897.6536  -195897.6536  0.85048  1.14878  0.00000
    9  -195863.1786  -195863.8000  -195863.8000  2.83375  0.01450  0.00000
   10  -195872.7014  -195862.4155  -195862.4155  2.85106  1.12364  0.00000
   11  -195901.9144  -195900.0593  -195900.0593  0.19961  0.04597  0.00000
   12  -195902.8095  -195902.8729  -195902.8729  0.14880  0.00670  0.00000
   13  -195902.8883  -195902.8720  -195902.8720  0.10804  0.00721  0.00000
   14  -195903.0071  -195902.9151  -195902.9151  0.05497  0.01193  0.00000
   15  -195903.0548  -195903.0479  -195903.0479  0.01891  0.00403  0.00000
   16  -195903.0437  -195903.0616  -195903.0616  0.00868  0.00434  0.00000
   17  -195903.0975  -195903.0527  -195903.0527  0.00933  0.00121  0.00000
   18  -195903.0868  -195903.1110  -195903.1110  0.00400  0.00125  0.00000
   19  -195903.0719  -195903.0828  -195903.0828  0.00273  0.00065  0.00000
   20  -195903.0567  -195903.0743  -195903.0743  0.00229  0.00121  0.00000
   21  -195903.0278  -195903.0577  -195903.0577  0.00151  0.00072  0.00000
   22  -195903.0158  -195903.0263  -195903.0263  0.00084  0.00041  0.00000
   23  -195903.0085  -195903.0167  -195903.0167  0.00077  0.00016  0.00000
   24  -195902.9954  -195903.0073  -195903.0073  0.00063  0.00037  0.00000
   25  -195902.9911  -195902.9955  -195902.9955  0.00057  0.00022  0.00000
   26  -195902.9865  -195902.9910  -195902.9910  0.00066  0.00016  0.00000
   27  -195902.9880  -195902.9860  -195902.9860  0.00047  0.00021  0.00000
   28  -195902.9853  -195902.9882  -195902.9882  0.00038  0.00020  0.00000
   29  -195902.9879  -195902.9845  -195902.9845  0.00029  0.00008  0.00000
   30  -195902.9917  -195902.9883  -195902.9883  0.00019  0.00006  0.00000
   31  -195902.9938  -195902.9918  -195902.9918  0.00017  0.00004  0.00000
   32  -195902.9980  -195902.9937  -195902.9937  0.00012  0.00006  0.00000
   33  -195903.0006  -195902.9982  -195902.9982  0.00010  0.00004  0.00000
    1  -195907.1415  -195903.0007  -195903.0007  0.02372  0.11697  0.00000
    2  -195882.3675  -195891.0215  -195891.0215  0.71597  0.45110  0.00000
    3  -195772.1150  -195756.1808  -195756.1808  2.20143  0.33500  0.00000
    4  -195903.7857  -195904.4579  -195904.4579  0.07653  0.01146  0.00000
    5  -195903.3025  -195903.6873  -195903.6873  0.04304  0.01048  0.00000
