 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1   -99540.5790   -99540.7158   -99540.7158   0.03334   0.00000  0.00000
    2   -99540.5684   -99540.7157   -99540.7157   0.03096   0.00000  0.00000
    3   -99540.4247   -99540.7126   -99540.7126   0.02573   0.00000  0.00000
    4   -99540.7503   -99540.6766   -99540.6766   0.01759   0.00000  0.00000
    5   -99541.2831   -99540.6608   -99540.6608   0.01587   0.00000  0.00000
    6   -99540.1689   -99540.7208   -99540.7208   0.02459   0.00000  0.00000
    7   -99540.2420   -99540.7184   -99540.7184   0.01620   0.00000  0.00000
    8   -99540.5426   -99540.6262   -99540.6262   0.00590   0.00000  0.00000
    9   -99540.6842   -99540.6145   -99540.6145   0.00420   0.00000  0.00000
   10   -99540.7004   -99540.6112   -99540.6112   0.00346   0.00000  0.00000
   11   -99540.6633   -99540.6235   -99540.6235   0.00247   0.00000  0.00000
   12   -99540.6362   -99540.6257   -99540.6257   0.00243   0.00000  0.00000
   13   -99540.5959   -99540.6346   -99540.6346   0.00193   0.00000  0.00000
   14   -99540.6009   -99540.6348   -99540.6348   0.00229   0.00000  0.00000
   15   -99540.6282   -99540.6338   -99540.6338   0.00184   0.00000  0.00000
   16   -99540.6374   -99540.6346   -99540.6346   0.00146   0.00000  0.00000
   17   -99540.6263   -99540.6348   -99540.6348   0.00092   0.00000  0.00000
   18   -99540.6251   -99540.6345   -99540.6345   0.00070   0.00000  0.00000
   19   -99540.6258   -99540.6342   -99540.6342   0.00072   0.00000  0.00000
   20   -99540.6356   -99540.6328   -99540.6328   0.00071   0.00000  0.00000
   21   -99540.6337   -99540.6323   -99540.6323   0.00049   0.00000  0.00000
   22   -99540.6327   -99540.6321   -99540.6321   0.00015   0.00000  0.00000
   23   -99540.6341   -99540.6321   -99540.6321   0.00016   0.00000  0.00000
   24   -99540.6337   -99540.6324   -99540.6324   0.00016   0.00000  0.00000
   25   -99540.6323   -99540.6326   -99540.6326   0.00014   0.00000  0.00000
   26   -99540.6326   -99540.6325   -99540.6325   0.00013   0.00000  0.00000
   27   -99540.6343   -99540.6324   -99540.6324   0.00006   0.00000  0.00000
