 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1     -806.1657     -803.6354     -803.6354  0.94182  0.94182  0.00000
    2     -806.3850     -803.8549     -803.8549  0.06785  0.82529  0.00000
    3     -815.6429     -803.0476     -803.0476  0.64772  1.87579  0.00000
    4     -810.9822     -813.6032     -813.6032  0.73323  0.27335  0.00000
    5     -805.6168     -813.0108     -813.0108  0.48303  1.42498  0.00000
    6     -812.7220     -805.4617     -805.4617  0.50252  1.39766  0.00000
    7     -812.3635     -812.7179     -812.7179  0.45832  0.07733  0.00000
    8     -809.0188     -812.7245     -812.7245  0.40624  0.73317  0.00000
    9     -811.2899     -810.2936     -810.2936  0.09556  0.20048  0.00000
   10     -811.0407     -811.3225     -811.3225  0.04059  0.05625  0.00000
   11     -811.0786     -811.0604     -811.0604  0.00229  0.00360  0.00000
   12     -811.0447     -811.0781     -811.0781  0.00474  0.00672  0.00000
   13     -811.0480     -811.0457     -811.0457  0.00021  0.00041  0.00000
   14     -811.0459     -811.0479     -811.0479  0.00046  0.00032  0.00000
   15     -811.0437     -811.0459     -811.0459  0.00023  0.00032  0.00000
   16     -811.0438     -811.0438     -811.0438  0.00000  0.00000  0.00000
