 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1   -99540.9036   -99541.0643   -99541.0643   0.02701   0.00000  0.00000
    2   -99540.8945   -99541.0624   -99541.0624   0.02683   0.00000  0.00000
    3   -99540.8024   -99541.0597   -99541.0597   0.02313   0.00000  0.00000
    4   -99540.9824   -99541.0389   -99541.0389   0.01562   0.00000  0.00000
    5   -99541.1930   -99541.0326   -99541.0326   0.01433   0.00000  0.00000
    6   -99540.8832   -99541.0522   -99541.0522   0.01397   0.00000  0.00000
    7   -99540.9316   -99541.0480   -99541.0480   0.01357   0.00000  0.00000
    8   -99541.0018   -99540.9839   -99540.9839   0.00630   0.00000  0.00000
    9   -99541.0606   -99540.9826   -99540.9826   0.00532   0.00000  0.00000
   10   -99540.9998   -99540.9868   -99540.9868   0.00189   0.00000  0.00000
   11   -99541.0145   -99540.9838   -99540.9838   0.00156   0.00000  0.00000
   12   -99541.0236   -99540.9836   -99540.9836   0.00181   0.00000  0.00000
   13   -99541.0170   -99540.9854   -99540.9854   0.00174   0.00000  0.00000
   14   -99540.9669   -99540.9891   -99540.9891   0.00128   0.00000  0.00000
   15   -99540.9741   -99540.9870   -99540.9870   0.00117   0.00000  0.00000
   16   -99540.9847   -99540.9869   -99540.9869   0.00128   0.00000  0.00000
   17   -99540.9864   -99540.9877   -99540.9877   0.00119   0.00000  0.00000
   18   -99540.9823   -99540.9881   -99540.9881   0.00068   0.00000  0.00000
   19   -99540.9874   -99540.9872   -99540.9872   0.00056   0.00000  0.00000
   20   -99540.9806   -99540.9870   -99540.9870   0.00034   0.00000  0.00000
   21   -99540.9831   -99540.9865   -99540.9865   0.00044   0.00000  0.00000
   22   -99540.9769   -99540.9864   -99540.9864   0.00025   0.00000  0.00000
   23   -99540.9811   -99540.9853   -99540.9853   0.00015   0.00000  0.00000
   24   -99540.9825   -99540.9849   -99540.9849   0.00015   0.00000  0.00000
   25   -99540.9816   -99540.9847   -99540.9847   0.00017   0.00000  0.00000
   26   -99540.9830   -99540.9841   -99540.9841   0.00015   0.00000  0.00000
   27   -99540.9833   -99540.9839   -99540.9839   0.00007   0.00000  0.00000
