 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1   -99540.4395   -99540.3598   -99540.3598   0.01308   0.00000  0.00000
    2   -99540.4008   -99540.3619   -99540.3619   0.01281   0.00000  0.00000
    3   -99540.3666   -99540.3625   -99540.3625   0.01261   0.00000  0.00000
    4   -99540.3202   -99540.3634   -99540.3634   0.01132   0.00000  0.00000
    5   -99540.4394   -99540.3591   -99540.3591   0.00300   0.00000  0.00000
    6   -99540.3761   -99540.3671   -99540.3671   0.00325   0.00000  0.00000
    7   -99540.3415   -99540.3657   -99540.3657   0.00812   0.00000  0.00000
    8   -99540.3713   -99540.3704   -99540.3704   0.00046   0.00000  0.00000
    9   -99540.3470   -99540.3706   -99540.3706   0.00012   0.00000  0.00000
   10   -99540.3714   -99540.3700   -99540.3700   0.00010   0.00000  0.00000
   11   -99540.3700   -99540.3699   -99540.3699   0.00012   0.00000  0.00000
   12   -99540.3720   -99540.3698   -99540.3698   0.00005   0.00000  0.00000
