 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1   -99588.0759   -99526.7932   -99526.7932  0.90187  0.90187  0.00000
    2   -99587.7700   -99528.0000   -99528.0000  0.03847  0.88383  0.00000
    3   -99521.9595   -99533.7308   -99533.7308  1.92910  0.08110  0.00000
    4   -99526.8443   -99526.8739   -99526.8739  1.23482  0.03176  0.00000
    5   -99532.0511   -99530.7810   -99530.7810  0.96881  0.02841  0.00000
    6   -99539.9659   -99535.6160   -99535.6160  0.72675  0.06356  0.00000
    7   -99541.1604   -99545.1876   -99545.1876  0.32872  0.12112  0.00000
    8   -99537.4864   -99543.7972   -99543.7972  0.09358  0.04605  0.00000
    9   -99539.2676   -99537.2297   -99537.2297  0.15473  0.05621  0.00000
   10   -99540.1593   -99540.5347   -99540.5347  0.07697  0.02693  0.00000
   11   -99540.3136   -99540.5041   -99540.5041  0.05059  0.00933  0.00000
   12   -99540.1954   -99540.3805   -99540.3805  0.05046  0.04410  0.00000
   13   -99540.0333   -99540.5953   -99540.5953  0.04729  0.07876  0.00000
   14   -99540.6401   -99540.0964   -99540.0964  0.03395  0.01074  0.00000
   15   -99540.7677   -99540.7074   -99540.7074  0.03731  0.00061  0.00000
   16   -99540.4230   -99540.7748   -99540.7748  0.04147  0.00269  0.00000
   17   -99540.4959   -99540.3752   -99540.3752  0.01884  0.02233  0.00000
   18   -99540.4388   -99540.4801   -99540.4801  0.01268  0.00180  0.00000
   19   -99540.5135   -99540.4272   -99540.4272  0.01234  0.01317  0.00000
   20   -99540.5696   -99540.5356   -99540.5356  0.01291  0.00746  0.00000
   21   -99540.6890   -99540.5480   -99540.5480  0.00653  0.00162  0.00000
   22   -99540.7496   -99540.6946   -99540.6946  0.00874  0.00093  0.00000
   23   -99540.9293   -99540.7527   -99540.7527  0.00859  0.00710  0.00000
   24   -99540.9919   -99540.9422   -99540.9422  0.00600  0.00262  0.00000
   25   -99541.0573   -99540.9950   -99540.9950  0.00605  0.00544  0.00000
   26   -99541.0943   -99541.0592   -99541.0592  0.00586  0.00500  0.00000
   27   -99541.1274   -99541.0954   -99541.0954  0.00290  0.00241  0.00000
   28   -99541.1320   -99541.1283   -99541.1283  0.00061  0.00007  0.00000
   29   -99541.1283   -99541.1321   -99541.1321  0.00066  0.00006  0.00000
   30   -99541.1281   -99541.1284   -99541.1284  0.00070  0.00037  0.00000
   31   -99541.1318   -99541.1283   -99541.1283  0.00060  0.00039  0.00000
   32   -99541.1284   -99541.1322   -99541.1322  0.00037  0.00027  0.00000
   33   -99541.1209   -99541.1284   -99541.1284  0.00029  0.00029  0.00000
   34   -99541.1178   -99541.1209   -99541.1209  0.00021  0.00019  0.00000
   35   -99541.1190   -99541.1177   -99541.1177  0.00019  0.00042  0.00000
   36   -99541.1180   -99541.1190   -99541.1190  0.00023  0.00009  0.00000
   37   -99541.1140   -99541.1180   -99541.1180  0.00034  0.00013  0.00000
   38   -99541.1118   -99541.1139   -99541.1139  0.00037  0.00003  0.00000
   39   -99541.1112   -99541.1117   -99541.1117  0.00030  0.00019  0.00000
   40   -99541.1098   -99541.1113   -99541.1113  0.00022  0.00007  0.00000
   41   -99541.1070   -99541.1098   -99541.1098  0.00017  0.00015  0.00000
   42   -99541.1044   -99541.1069   -99541.1069  0.00011  0.00014  0.00000
   43   -99541.1041   -99541.1044   -99541.1044  0.00008  0.00005  0.00000
