 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1   -99540.7246   -99540.6373   -99540.6373   0.00144   0.00000  0.00000
    2   -99540.6428   -99540.6390   -99540.6390   0.00108   0.00000  0.00000
    3   -99540.6467   -99540.6391   -99540.6391   0.00109   0.00000  0.00000
    4   -99540.6333   -99540.6395   -99540.6395   0.00100   0.00000  0.00000
    5   -99540.6475   -99540.6393   -99540.6393   0.00078   0.00000  0.00000
    6   -99540.6587   -99540.6404   -99540.6404   0.00063   0.00000  0.00000
    7   -99540.6245   -99540.6409   -99540.6409   0.00081   0.00000  0.00000
    8   -99540.6525   -99540.6430   -99540.6430   0.00035   0.00000  0.00000
    9   -99540.6523   -99540.6434   -99540.6434   0.00033   0.00000  0.00000
   10   -99540.6500   -99540.6449   -99540.6449   0.00018   0.00000  0.00000
   11   -99540.6458   -99540.6457   -99540.6457   0.00010   0.00000  0.00000
