     1    0.04171225
     2    0.04171225
     3    0.04171198
     4    0.04171153
     5    0.04171110
     6    0.04171045
     7    0.04170972
     8    0.04170915
     9    0.04170851
    10    0.04170796
    11    0.04170757
    12    0.04170732
    13    0.04170730
    14    0.04170732
    15    0.04170758
    16    0.04170796
    17    0.04170850
    18    0.04170914
    19    0.04170971
    20    0.04171044
    21    0.04171109
    22    0.04171152
    23    0.04171197
    24    0.04171224
    25    0.04171225
    26    0.04171224
    27    0.04171197
    28    0.04171152
    29    0.04171109
    30    0.04171044
    31    0.04170971
    32    0.04170915
    33    0.04170850
    34    0.04170796
    35    0.04170757
    36    0.04170732
    37    0.04170730
    38    0.04170732
    39    0.04170758
    40    0.04170796
    41    0.04170850
    42    0.04170914
    43    0.04170971
    44    0.04171044
    45    0.04171109
    46    0.04171152
    47    0.04171197
    48    0.04171224
    49    0.04171225
    50    0.04171224
    51    0.04171197
    52    0.04171153
    53    0.04171109
    54    0.04171044
    55    0.04170972
    56    0.04170915
    57    0.04170850
    58    0.04170796
    59    0.04170757
    60    0.04170732
    61    0.04170730
    62    0.04170732
    63    0.04170758
    64    0.04170796
    65    0.04170851
    66    0.04170915
    67    0.04170972
    68    0.04171044
    69    0.04171110
    70    0.04171153
    71    0.04171197
    72    0.04171224
