 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1    -9129.9266    -9041.2239    -9041.2239  1.71132  1.71132  0.00000
    2    -9130.3161    -9043.8842    -9043.8842  0.01864  1.65995  0.00000
    3    -9139.1844    -9125.0705    -9125.0705  0.61007  0.07788  0.00000
    4    -9153.2758    -9140.4657    -9140.4657  0.42919  0.07630  0.00000
    5    -9142.4903    -9152.4448    -9152.4448  0.16437  0.09072  0.00000
    6    -9144.9886    -9144.5613    -9144.5613  0.11821  0.01731  0.00000
    7    -9144.7288    -9145.1290    -9145.1290  0.11013  0.00391  0.00000
    8    -9144.7757    -9144.7532    -9144.7532  0.12376  0.04240  0.00000
    9    -9144.6406    -9144.7937    -9144.7937  0.14154  0.00511  0.00000
   10    -9144.3808    -9144.6783    -9144.6783  0.11614  0.01712  0.00000
   11    -9144.3998    -9144.4494    -9144.4494  0.02505  0.00299  0.00000
   12    -9144.2289    -9144.4055    -9144.4055  0.01947  0.02895  0.00000
   13    -9144.3004    -9144.2254    -9144.2254  0.05505  0.00499  0.00000
   14    -9144.3784    -9144.3061    -9144.3061  0.02771  0.00324  0.00000
   15    -9144.4339    -9144.3763    -9144.3763  0.01084  0.00095  0.00000
   16    -9144.4935    -9144.4304    -9144.4304  0.00675  0.00198  0.00000
   17    -9144.4269    -9144.4892    -9144.4892  0.00937  0.00200  0.00000
   18    -9144.4387    -9144.4308    -9144.4308  0.00347  0.00062  0.00000
   19    -9144.4454    -9144.4381    -9144.4381  0.00109  0.00032  0.00000
   20    -9144.4451    -9144.4449    -9144.4449  0.00083  0.00056  0.00000
   21    -9144.4453    -9144.4449    -9144.4449  0.00072  0.00012  0.00000
   22    -9144.4327    -9144.4453    -9144.4453  0.00070  0.00030  0.00000
   23    -9144.4308    -9144.4335    -9144.4335  0.00052  0.00007  0.00000
   24    -9144.4236    -9144.4309    -9144.4309  0.00047  0.00053  0.00000
   25    -9144.4285    -9144.4240    -9144.4240  0.00023  0.00030  0.00000
   26    -9144.4331    -9144.4282    -9144.4282  0.00023  0.00013  0.00000
   27    -9144.4328    -9144.4328    -9144.4328  0.00019  0.00004  0.00000
