 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1   -99540.6608   -99540.4426   -99540.4426   0.00359   0.00000  0.00000
    2   -99540.4623   -99540.4477   -99540.4477   0.00209   0.00000  0.00000
    3   -99540.4072   -99540.4480   -99540.4480   0.00113   0.00000  0.00000
    4   -99540.4258   -99540.4471   -99540.4471   0.00102   0.00000  0.00000
    5   -99540.4594   -99540.4451   -99540.4451   0.00098   0.00000  0.00000
    6   -99540.4226   -99540.4493   -99540.4493   0.00063   0.00000  0.00000
    7   -99540.4661   -99540.4462   -99540.4462   0.00083   0.00000  0.00000
    8   -99540.4511   -99540.4486   -99540.4486   0.00029   0.00000  0.00000
    9   -99540.4497   -99540.4487   -99540.4487   0.00028   0.00000  0.00000
   10   -99540.4486   -99540.4487   -99540.4487   0.00026   0.00000  0.00000
   11   -99540.4499   -99540.4487   -99540.4487   0.00025   0.00000  0.00000
   12   -99540.4492   -99540.4494   -99540.4494   0.00014   0.00000  0.00000
   13   -99540.4494   -99540.4495   -99540.4495   0.00014   0.00000  0.00000
   14   -99540.4494   -99540.4495   -99540.4495   0.00010   0.00000  0.00000
   15   -99540.4498   -99540.4496   -99540.4496   0.00006   0.00000  0.00000
