#        z (A)          V_H average (eV)
        0.0000000000   1.0305624891E+000
        0.0800000000   1.0235010278E+000
        0.1600000000   1.0019794372E+000
        0.2400000000   9.6497074393E-001
        0.3200000000   9.1072190912E-001
        0.4000000000   8.3672043706E-001
        0.4800000000   7.3970455117E-001
        0.5600000000   6.1578405364E-001
        0.6400000000   4.6075933991E-001
        0.7200000000   2.7075476584E-001
        0.8000000000   4.3337465177E-002
        0.8800000000  -2.2070864720E-001
        0.9600000000  -5.1501800323E-001
        1.0400000000  -8.2534989346E-001
        1.1200000000  -1.1287663520E+000
        1.2000000000  -1.3957502649E+000
        1.2800000000  -1.5954616910E+000
        1.3600000000  -1.7024614408E+000
        1.4400000000  -1.7024615206E+000
        1.5200000000  -1.5954619203E+000
        1.6000000000  -1.3957506170E+000
        1.6800000000  -1.1287667888E+000
        1.7600000000  -8.2535037015E-001
        1.8400000000  -5.1501847146E-001
        1.9200000000  -2.2070906147E-001
        2.0000000000   4.3337139653E-002
        2.0800000000   2.7075454697E-001
        2.1600000000   4.6075922727E-001
        2.2400000000   6.1578403177E-001
        2.3200000000   7.3970459577E-001
        2.4000000000   8.3672052181E-001
        2.4800000000   9.1072201152E-001
        2.5600000000   9.6497084897E-001
        2.6400000000   1.0019795386E+000
        2.7200000000   1.0235011270E+000
        2.8000000000   1.0305625924E+000
        2.8800000000   1.0235011434E+000
        2.9600000000   1.0019795715E+000
        3.0400000000   9.6497089954E-001
        3.1200000000   9.1072208398E-001
        3.2000000000   8.3672062542E-001
        3.2800000000   7.3970474605E-001
        3.3600000000   6.1578425025E-001
        3.4400000000   4.6075953930E-001
        3.5200000000   2.7075497773E-001
        3.6000000000   4.3337709010E-002
        3.6800000000  -2.2070834392E-001
        3.7600000000  -5.1501760940E-001
        3.8400000000  -8.2534938084E-001
        3.9200000000  -1.1287657013E+000
        4.0000000000  -1.3957494699E+000
        4.0800000000  -1.5954607591E+000
        4.1600000000  -1.7024603941E+000
        4.2400000000  -1.7024603941E+000
        4.3200000000  -1.5954607592E+000
        4.4000000000  -1.3957494699E+000
        4.4800000000  -1.1287657014E+000
        4.5600000000  -8.2534938091E-001
        4.6400000000  -5.1501760948E-001
        4.7200000000  -2.2070834401E-001
        4.8000000000   4.3337708900E-002
        4.8800000000   2.7075497761E-001
        4.9600000000   4.6075953916E-001
        5.0400000000   6.1578425011E-001
        5.1200000000   7.3970474590E-001
        5.2000000000   8.3672062526E-001
        5.2800000000   9.1072208381E-001
        5.3600000000   9.6497089936E-001
        5.4400000000   1.0019795713E+000
        5.5200000000   1.0235011432E+000
        5.6000000000   1.0305625922E+000
        5.6800000000   1.0235011268E+000
        5.7600000000   1.0019795384E+000
        5.8400000000   9.6497084878E-001
        5.9200000000   9.1072201134E-001
        6.0000000000   8.3672052164E-001
        6.0800000000   7.3970459560E-001
        6.1600000000   6.1578403161E-001
        6.2400000000   4.6075922711E-001
        6.3200000000   2.7075454683E-001
        6.4000000000   4.3337139518E-002
        6.4800000000  -2.2070906159E-001
        6.5600000000  -5.1501847157E-001
        6.6400000000  -8.2535037025E-001
        6.7200000000  -1.1287667889E+000
        6.8000000000  -1.3957506171E+000
        6.8800000000  -1.5954619203E+000
        6.9600000000  -1.7024615206E+000
        7.0400000000  -1.7024614409E+000
        7.1200000000  -1.5954616910E+000
        7.2000000000  -1.3957502650E+000
        7.2800000000  -1.1287663520E+000
        7.3600000000  -8.2534989350E-001
        7.4400000000  -5.1501800326E-001
        7.5200000000  -2.2070864723E-001
        7.6000000000   4.3337465146E-002
        7.6800000000   2.7075476581E-001
        7.7600000000   4.6075933988E-001
        7.8400000000   6.1578405362E-001
        7.9200000000   7.3970455115E-001
        8.0000000000   8.3672043704E-001
        8.0800000000   9.1072190910E-001
        8.1600000000   9.6497074392E-001
        8.2400000000   1.0019794372E+000
        8.3200000000   1.0235010278E+000
