 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1   -99542.1050   -99541.0601   -99541.0601   0.00462   0.00000  0.00000
    2   -99541.3239   -99541.0838   -99541.0838   0.00265   0.00000  0.00000
    3   -99541.0401   -99541.0894   -99541.0894   0.00133   0.00000  0.00000
    4   -99541.0238   -99541.0884   -99541.0884   0.00094   0.00000  0.00000
    5   -99541.1054   -99541.0816   -99541.0816   0.00060   0.00000  0.00000
    6   -99541.1197   -99541.0836   -99541.0836   0.00078   0.00000  0.00000
    7   -99541.0991   -99541.0857   -99541.0857   0.00077   0.00000  0.00000
    8   -99541.1018   -99541.0959   -99541.0959   0.00037   0.00000  0.00000
    9   -99541.1082   -99541.0968   -99541.0968   0.00034   0.00000  0.00000
   10   -99541.0976   -99541.1027   -99541.1027   0.00024   0.00000  0.00000
   11   -99541.0988   -99541.1031   -99541.1031   0.00026   0.00000  0.00000
   12   -99541.1067   -99541.1025   -99541.1025   0.00012   0.00000  0.00000
   13   -99541.1040   -99541.1026   -99541.1026   0.00007   0.00000  0.00000
