 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1   -99542.1176   -99540.8895   -99540.8895   0.00623   0.00000  0.00000
    2   -99541.2089   -99540.9177   -99540.9177   0.00318   0.00000  0.00000
    3   -99540.8868   -99540.9237   -99540.9237   0.00172   0.00000  0.00000
    4   -99540.8410   -99540.9230   -99540.9230   0.00116   0.00000  0.00000
    5   -99540.9440   -99540.9146   -99540.9146   0.00093   0.00000  0.00000
    6   -99540.9429   -99540.9171   -99540.9171   0.00082   0.00000  0.00000
    7   -99540.9459   -99540.9189   -99540.9189   0.00083   0.00000  0.00000
    8   -99540.9461   -99540.9302   -99540.9302   0.00052   0.00000  0.00000
    9   -99540.9482   -99540.9308   -99540.9308   0.00059   0.00000  0.00000
   10   -99540.9366   -99540.9367   -99540.9367   0.00044   0.00000  0.00000
   11   -99540.9359   -99540.9396   -99540.9396   0.00023   0.00000  0.00000
   12   -99540.9415   -99540.9395   -99540.9395   0.00020   0.00000  0.00000
   13   -99540.9428   -99540.9390   -99540.9390   0.00014   0.00000  0.00000
   14   -99540.9395   -99540.9392   -99540.9392   0.00011   0.00000  0.00000
   15   -99540.9381   -99540.9397   -99540.9397   0.00008   0.00000  0.00000
