 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1  -109440.2095  -109578.1371  -109578.1371  0.58889  0.58889  0.00000
    2  -109436.0711  -109564.1301  -109564.1301  0.21098  0.39864  0.00000
    3  -109397.4276  -109421.7285  -109421.7285  1.42928  0.57340  0.00000
    4  -109222.8972  -109194.6815  -109194.6815  4.68598  0.32074  0.00000
    5  -109419.9325  -109415.5063  -109415.5063  0.88742  0.07110  0.00000
    6  -109426.6139  -109426.1269  -109426.1269  0.21868  0.07501  0.00000
    7  -109427.2440  -109427.0625  -109427.0625  0.14342  0.00915  0.00000
    8  -109427.6178  -109427.4989  -109427.4989  0.09148  0.00938  0.00000
    9  -109427.6197  -109427.8308  -109427.8308  0.02517  0.01230  0.00000
   10  -109427.3956  -109427.6646  -109427.6646  0.01612  0.01768  0.00000
   11  -109427.6188  -109427.3929  -109427.3929  0.00686  0.00880  0.00000
   12  -109427.6027  -109427.6319  -109427.6319  0.00295  0.00078  0.00000
   13  -109427.5671  -109427.5920  -109427.5920  0.00413  0.00284  0.00000
   14  -109427.6305  -109427.5695  -109427.5695  0.00265  0.00052  0.00000
   15  -109427.6290  -109427.6369  -109427.6369  0.00066  0.00054  0.00000
   16  -109427.6294  -109427.6293  -109427.6293  0.00122  0.00107  0.00000
   17  -109427.6402  -109427.6272  -109427.6272  0.00059  0.00014  0.00000
   18  -109427.6402  -109427.6417  -109427.6417  0.00009  0.00003  0.00000
