     1  -32.64394379
     2  -31.86611366
     3  -29.66178513
     4  -26.35960770
     5  -22.37214279
     6  -18.12154961
     7  -14.01371193
     8  -10.39732742
     9   -7.49348021
    10   -5.35198975
    11   -3.88107729
    12   -2.92685366
    13   -2.34095097
    14   -2.00617480
    15   -1.83532226
    16   -1.76403105
    17   -1.74539399
    18   -1.74700963
    19   -1.74967563
    20   -1.74700963
    21   -1.74539411
    22   -1.76403105
    23   -1.83532226
    24   -2.00617528
    25   -2.34095097
    26   -2.92685413
    27   -3.88107753
    28   -5.35199118
    29   -7.49347973
    30  -10.39732933
    31  -14.01371384
    32  -18.12155342
    33  -22.37214470
    34  -26.35961342
    35  -29.66178894
    36  -31.86611557
    37  -32.64394379
    38  -31.86611557
    39  -29.66178894
    40  -26.35961151
    41  -22.37214279
    42  -18.12154961
    43  -14.01371098
    44  -10.39732838
    45   -7.49348116
    46   -5.35199022
    47   -3.88107753
    48   -2.92685437
    49   -2.34095144
    50   -2.00617528
    51   -1.83532286
    52   -1.76403165
    53   -1.74539459
    54   -1.74700999
    55   -1.74967611
    56   -1.74700999
    57   -1.74539459
    58   -1.76403141
    59   -1.83532286
    60   -2.00617552
    61   -2.34095144
    62   -2.92685461
    63   -3.88107753
    64   -5.35199165
    65   -7.49347973
    66  -10.39732933
    67  -14.01371384
    68  -18.12155342
    69  -22.37214470
    70  -26.35961342
    71  -29.66178894
    72  -31.86611557
