     1    5.25734568
     2    5.09067392
     3    4.61040688
     4    3.89408278
     5    3.08107638
     6    2.31493092
     7    1.68164504
     8    1.20072377
     9    0.85570210
    10    0.61824530
    11    0.46043152
    12    0.35935241
    13    0.29767594
    14    0.26262292
    15    0.24480844
    16    0.23742583
    17    0.23547038
    18    0.23567194
    19    0.23597035
    20    0.23567206
    21    0.23547067
    22    0.23742577
    23    0.24480841
    24    0.26262280
    25    0.29767600
    26    0.35935214
    27    0.46043128
    28    0.61824548
    29    0.85570198
    30    1.20072329
    31    1.68164575
    32    2.31493115
    33    3.08107638
    34    3.89407825
    35    4.61040688
    36    5.09067488
    37    5.25734472
    38    5.09067392
    39    4.61040497
    40    3.89408135
    41    3.08107638
    42    2.31493068
    43    1.68164515
    44    1.20072377
    45    0.85570240
    46    0.61824524
    47    0.46043152
    48    0.35935244
    49    0.29767594
    50    0.26262292
    51    0.24480844
    52    0.23742580
    53    0.23547038
    54    0.23567194
    55    0.23597038
    56    0.23567206
    57    0.23547064
    58    0.23742576
    59    0.24480841
    60    0.26262277
    61    0.29767600
    62    0.35935214
    63    0.46043122
    64    0.61824548
    65    0.85570198
    66    1.20072329
    67    1.68164575
    68    2.31493092
    69    3.08107615
    70    3.89407825
    71    4.61040688
    72    5.09067440
