 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1   -99540.8867   -99541.1824   -99541.1824  0.02090  0.00000  0.00000
    2   -99541.0966   -99541.1758   -99541.1758  0.02049  0.00000  0.00000
    3   -99541.1959   -99541.1734   -99541.1734  0.01995  0.00000  0.00000
    4   -99541.1950   -99541.1739   -99541.1739  0.01939  0.00000  0.00000
    5   -99541.0380   -99541.1873   -99541.1873  0.00875  0.00000  0.00000
    6   -99541.1849   -99541.1729   -99541.1729  0.00407  0.00000  0.00000
    7   -99541.1508   -99541.1745   -99541.1745  0.01512  0.00000  0.00000
    8   -99541.1663   -99541.1703   -99541.1703  0.00051  0.00000  0.00000
    9   -99541.1667   -99541.1700   -99541.1700  0.00050  0.00000  0.00000
   10   -99541.1717   -99541.1681   -99541.1681  0.00033  0.00000  0.00000
   11   -99541.1711   -99541.1681   -99541.1681  0.00020  0.00000  0.00000
   12   -99541.1703   -99541.1685   -99541.1685  0.00012  0.00000  0.00000
   13   -99541.1704   -99541.1687   -99541.1687  0.00009  0.00000  0.00000
