 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1  -109440.2374  -109578.1371  -109578.1371  0.58892  0.58892  0.00000
    2  -109436.0856  -109564.1330  -109564.1330  0.21101  0.39863  0.00000
    3  -109397.5549  -109421.7643  -109421.7643  1.42835  0.57315  0.00000
    4  -109225.6425  -109197.6361  -109197.6361  4.65578  0.32022  0.00000
    5  -109419.9565  -109415.5344  -109415.5344  0.88588  0.07092  0.00000
    6  -109426.6235  -109426.1228  -109426.1228  0.21755  0.07422  0.00000
    7  -109427.2469  -109427.0594  -109427.0594  0.14406  0.00924  0.00000
    8  -109427.6234  -109427.5056  -109427.5056  0.09086  0.00926  0.00000
    9  -109427.6158  -109427.8344  -109427.8344  0.02523  0.01279  0.00000
   10  -109427.3972  -109427.6613  -109427.6613  0.01593  0.01775  0.00000
   11  -109427.6213  -109427.3933  -109427.3933  0.00677  0.00913  0.00000
   12  -109427.6066  -109427.6339  -109427.6339  0.00275  0.00074  0.00000
   13  -109427.5711  -109427.5960  -109427.5960  0.00409  0.00291  0.00000
   14  -109427.6347  -109427.5737  -109427.5737  0.00259  0.00051  0.00000
   15  -109427.6344  -109427.6412  -109427.6412  0.00061  0.00047  0.00000
   16  -109427.6350  -109427.6346  -109427.6346  0.00124  0.00111  0.00000
   17  -109427.6453  -109427.6328  -109427.6328  0.00060  0.00010  0.00000
   18  -109427.6450  -109427.6467  -109427.6467  0.00010  0.00003  0.00000
   19  -109427.6438  -109427.6450  -109427.6450  0.00007  0.00002  0.00000
