     1    5.25858021
     2    5.09246254
     3    4.61320543
     4    3.89728570
     5    3.08381176
     6    2.31669354
     7    1.68245554
     8    1.20082963
     9    0.85538286
    10    0.61774796
    11    0.45990470
    12    0.35887480
    13    0.29727894
    14    0.26230961
    15    0.24457386
    16    0.23725811
    17    0.23535310
    18    0.23558432
    19    0.23589325
    20    0.23558468
    21    0.23535307
    22    0.23725769
    23    0.24457376
    24    0.26230970
    25    0.29727858
    26    0.35887462
    27    0.45990425
    28    0.61774808
    29    0.85538256
    30    1.20083034
    31    1.68245590
    32    2.31669497
    33    3.08380961
    34    3.89728713
    35    4.61320639
    36    5.09245968
    37    5.25857973
    38    5.09246206
    39    4.61320353
    40    3.89728522
    41    3.08381081
    42    2.31669402
    43    1.68245554
    44    1.20082963
    45    0.85538286
    46    0.61774796
    47    0.45990470
    48    0.35887486
    49    0.29727894
    50    0.26230961
    51    0.24457386
    52    0.23725811
    53    0.23535310
    54    0.23558432
    55    0.23589325
    56    0.23558468
    57    0.23535307
    58    0.23725770
    59    0.24457374
    60    0.26230970
    61    0.29727861
    62    0.35887459
    63    0.45990419
    64    0.61774808
    65    0.85538256
    66    1.20083034
    67    1.68245590
    68    2.31669497
    69    3.08380961
    70    3.89728713
    71    4.61320639
    72    5.09245968
