   0.000        -11.24937344        -11.24937344         -7.09222746         -7.09222746         -7.09222746
   0.054        -11.18071556        -11.18071556         -7.06232595         -7.06232595         -7.06232595
   0.108        -10.97814846        -10.97814846         -7.05270052         -7.05270052         -7.05270052
   0.161        -10.65058136        -10.65058136         -7.06266737         -7.06266737         -7.06266737
   0.215        -10.21255684        -10.21255684         -7.09090805         -7.09090805         -7.09090805
   0.269         -9.68350410         -9.68350410         -7.13555431         -7.13555431         -7.13555431
   0.323         -9.08622074         -9.08622074         -7.19428635         -7.19428635         -7.19428635
   0.376         -8.44475365         -8.44475365         -7.26443863         -7.26443863         -7.26443863
   0.430         -7.78207541         -7.78207541         -7.34308863         -7.34308863         -7.34308863
   0.484         -7.11817169         -7.11817169         -7.42714596         -7.42714596         -7.42714596
   0.538         -6.46912289         -6.46912289         -7.51343727         -7.51343727         -7.51343727
   0.591         -5.84726810         -5.84726810         -7.59879923         -7.59879923         -7.59879923
   0.645         -5.26227713         -5.26227713         -7.68018150         -7.68018150         -7.68018150
   0.699         -4.72250748         -4.72250748         -7.75474977         -7.75474977         -7.75474977
   0.753         -4.23619843         -4.23619843         -7.81997824         -7.81997824         -7.81997824
   0.807         -3.81207776         -3.81207776         -7.87371349         -7.87371349         -7.87371349
   0.860         -3.45928144         -3.45928144         -7.91420126         -7.91420126         -7.91420126
   0.914         -3.18676758         -3.18676758         -7.94008350         -7.94008350         -7.94008350
   0.968         -3.00238514         -3.00238514         -7.95036840         -7.95036840         -7.95036840
   1.022         -2.91193223         -2.91193223         -7.94438791         -7.94438791         -7.94438791
   1.075         -2.91839910         -2.91839910         -7.92176485         -7.92176485         -7.92176485
   1.129         -3.02156115         -3.02156115         -7.88238859         -7.88238859         -7.88238859
   1.183         -3.21801662         -3.21801662         -7.82640553         -7.82640553         -7.82640553
   1.237         -3.50163221         -3.50163221         -7.75423098         -7.75423098         -7.75423098
   1.290         -3.86435318         -3.86435318         -7.66657305         -7.66657305         -7.66657305
   1.344         -4.29714346         -4.29714346         -7.56447315         -7.56447315         -7.56447315
   1.398         -4.79089642         -4.79089642         -7.44934130         -7.44934130         -7.44934130
   1.452         -5.33696842         -5.33696842         -7.32298613         -7.32298613         -7.32298613
   1.506         -5.92715645         -5.92715645         -7.18761492         -7.18761492         -7.18761492
   1.559         -6.55298758         -6.55298758         -7.04580021         -7.04580021         -7.04580021
   1.613         -7.20452261         -7.20452261         -6.90041113         -6.90041113         -6.90041113
   1.667         -7.86895037         -7.86895037         -6.75451994         -6.75451994         -6.75451994
   1.721         -8.52965450         -8.52965450         -6.61129665         -6.61129665         -6.61129665
   1.774         -9.16615295         -9.16615295         -6.50359631         -6.50359631         -6.50359631
   1.828         -9.75520515         -9.75520515         -6.40480423         -6.40480423         -6.40480423
   1.882        -10.27278709        -10.27278709         -6.31781292         -6.31781292         -6.31781292
   1.936        -10.69645596        -10.69645596         -6.24524641         -6.24524641         -6.24524641
   1.989        -11.00737000        -11.00737000         -6.18936872         -6.18936872         -6.18936872
   2.043        -11.19172668        -11.19172668         -6.15197945         -6.15197945         -6.15197945
   2.097        -11.24141788        -11.24141788         -6.13431454         -6.13431454         -6.13431454
   2.151        -11.15427494        -11.15427494         -6.13696623         -6.13696623         -6.13696623
   2.205        -10.93409634        -10.93409634         -6.15983915         -6.15983915         -6.15983915
   2.258        -10.59056950        -10.59056950         -6.20216084         -6.20216084         -6.20216084
   2.312        -10.13898182        -10.13898182         -6.26253223         -6.26253223         -6.26253223
   2.366         -9.59931278         -9.59931278         -6.33901644         -6.33901644         -6.33901644
   2.420         -8.99467468         -8.99467468         -6.42924213         -6.42924213         -6.42924213
   2.473         -8.34910011         -8.34910011         -6.53050184         -6.53050184         -6.53050184
   2.527         -7.68524170         -7.68524170         -6.63984585         -6.63984585         -6.63984585
   2.581         -7.02259254         -7.02259254         -6.75416803         -6.75416803         -6.75416803
   2.635         -6.37668419         -6.37668419         -6.87028933         -6.87028933         -6.87028933
   2.688         -5.75941563         -5.75941563         -6.98505688         -6.98505688         -6.98505688
   2.742         -5.18019390         -5.18019390         -7.09544277         -7.09544277         -7.09544277
   2.796         -4.64730883         -4.64730883         -7.19865084         -7.19865084         -7.19865084
   2.850         -4.16904020         -4.16904020         -7.29220200         -7.29220200         -7.29220200
   2.904         -3.75418949         -3.75418949         -7.37399721         -7.37399721         -7.37399721
   2.957         -3.41191339         -3.41191339         -7.44233704         -7.44233704         -7.44233704
   3.011         -3.15107608         -3.15107608         -7.49591541         -7.49591541         -7.49591541
   3.065         -2.97930074         -2.97930074         -7.53378677         -7.53378677         -7.53378677
   3.119         -2.90204382         -2.90204382         -7.55532503         -7.55532503         -7.55532503
   3.172         -2.92186737         -2.92186737         -7.56019068         -7.56019068         -7.56019068
   3.226         -3.03810525         -3.03810525         -7.54830790         -7.54830790         -7.54830790
   3.280         -3.24694371         -3.24694371         -7.51985836         -7.51985836         -7.51985836
   3.334         -3.54193759         -3.54193759         -7.47529554         -7.47529554         -7.47529554
   3.388         -3.91483808         -3.91483808         -7.41537142         -7.41537142         -7.41537142
   3.441         -4.35655928         -4.35655928         -7.34117508         -7.34117508         -7.34117508
   3.495         -4.85802937         -4.85802937         -7.25416946         -7.25416946         -7.25416946
   3.549         -5.41068077         -5.41068077         -7.15621853         -7.15621853         -7.15621853
   3.603         -6.00632620         -6.00632620         -7.04958200         -7.04958200         -7.04958200
   3.656         -6.63638639         -6.63638639         -6.93687725         -6.93687725         -6.93687725
   3.710         -7.29059792         -7.29059792         -6.82100773         -6.82100773         -6.82100773
   3.764         -7.95567608         -7.95567608         -6.70506477         -6.70506477         -6.70506477
   3.818         -8.61444378         -8.61444378         -6.59222460         -6.59222460         -6.59222460
   3.871         -9.24596691         -9.24596691         -6.48564720         -6.48564720         -6.48564720
   3.925         -9.82675934         -9.82675934         -6.38838530         -6.38838530         -6.38838530
   3.979        -10.33288193        -10.33288193         -6.30329943         -6.30329943         -6.30329943
   4.033        -10.74226761        -10.74226761         -6.23297215         -6.23297215         -6.23297215
   4.087        -11.03670216        -11.03670216         -6.17960930         -6.17960930         -6.17960930
   4.140        -11.20312309        -11.20312309         -6.14493942         -6.14493942         -6.14493942
   4.194        -11.23423386        -11.23423386         -6.13011503         -6.13011503         -6.13011503
   4.248        -11.12868118        -11.12868118         -6.13563633         -6.13563633         -6.13563633
   4.302        -10.89106083        -10.89106083         -6.16131401         -6.16131401         -6.16131401
   4.355        -10.53187275        -10.53187275         -6.20628548         -6.20628548         -6.20628548
