 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1   -99541.1425   -99541.1143   -99541.1143  0.00221  0.00000  0.00000
    2   -99541.1096   -99541.1147   -99541.1147  0.00166  0.00000  0.00000
    3   -99541.1247   -99541.1147   -99541.1147  0.00175  0.00000  0.00000
    4   -99541.1075   -99541.1158   -99541.1158  0.00151  0.00000  0.00000
    5   -99541.0934   -99541.1157   -99541.1157  0.00142  0.00000  0.00000
    6   -99541.1243   -99541.1124   -99541.1124  0.00117  0.00000  0.00000
    7   -99541.1097   -99541.1138   -99541.1138  0.00124  0.00000  0.00000
    8   -99541.1041   -99541.1124   -99541.1124  0.00057  0.00000  0.00000
    9   -99541.1034   -99541.1125   -99541.1125  0.00053  0.00000  0.00000
   10   -99541.1052   -99541.1116   -99541.1116  0.00027  0.00000  0.00000
   11   -99541.1090   -99541.1111   -99541.1111  0.00027  0.00000  0.00000
   12   -99541.1110   -99541.1106   -99541.1106  0.00027  0.00000  0.00000
   13   -99541.1106   -99541.1101   -99541.1101  0.00010  0.00000  0.00000
   14   -99541.1103   -99541.1099   -99541.1099  0.00008  0.00000  0.00000
