 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1  -120111.6160  -120260.5192  -120260.5192  1.91361  1.91361  0.00000
    2  -120097.8451  -120244.7327  -120244.7327  0.43693  1.72195  0.00000
    3  -120049.5643  -120063.8533  -120063.8533  2.17108  0.59616  0.00000
    4  -120011.1648  -119967.9930  -119967.9930  4.08393  0.66912  0.00000
    5  -120069.1312  -120074.8210  -120074.8210  2.15507  0.35485  0.00000
    6  -120087.6046  -120091.5204  -120091.5204  0.93711  0.12647  0.00000
    7  -120094.6890  -120093.9939  -120093.9939  0.28138  0.01698  0.00000
    8  -120093.1444  -120094.8654  -120094.8654  0.30004  0.05524  0.00000
    9  -120092.9986  -120093.3491  -120093.3491  0.06846  0.00807  0.00000
   10  -120092.8751  -120092.9943  -120092.9943  0.02272  0.00743  0.00000
   11  -120092.9618  -120092.8871  -120092.8871  0.01586  0.00411  0.00000
   12  -120092.9545  -120092.9745  -120092.9745  0.02070  0.00256  0.00000
   13  -120092.9065  -120092.9672  -120092.9672  0.01729  0.00250  0.00000
   14  -120092.8845  -120092.8988  -120092.8988  0.00946  0.00441  0.00000
   15  -120092.8577  -120092.8916  -120092.8916  0.00746  0.00241  0.00000
   16  -120092.8546  -120092.8558  -120092.8558  0.00377  0.00123  0.00000
   17  -120092.8448  -120092.8537  -120092.8537  0.00225  0.00071  0.00000
   18  -120092.8395  -120092.8451  -120092.8451  0.00267  0.00082  0.00000
   19  -120092.8413  -120092.8362  -120092.8362  0.00261  0.00023  0.00000
   20  -120092.8446  -120092.8429  -120092.8429  0.00174  0.00023  0.00000
   21  -120092.8530  -120092.8448  -120092.8448  0.00153  0.00080  0.00000
   22  -120092.8557  -120092.8534  -120092.8534  0.00128  0.00044  0.00000
   23  -120092.8691  -120092.8554  -120092.8554  0.00122  0.00088  0.00000
   24  -120092.8648  -120092.8699  -120092.8699  0.00065  0.00079  0.00000
   25  -120092.8695  -120092.8640  -120092.8640  0.00048  0.00035  0.00000
   26  -120092.8709  -120092.8702  -120092.8702  0.00041  0.00021  0.00000
   27  -120092.8701  -120092.8706  -120092.8706  0.00013  0.00006  0.00000
   28  -120092.8696  -120092.8701  -120092.8701  0.00009  0.00007  0.00000
