 iscf   Eharris(eV)      E_KS(eV)   FreeEng(eV)    dHmax    dDmax   Ef(eV)
    1   -99540.6365   -99540.7688   -99540.7688   0.03211   0.00000  0.00000
    2   -99540.6212   -99540.7686   -99540.7686   0.03025   0.00000  0.00000
    3   -99540.4838   -99540.7656   -99540.7656   0.02531   0.00000  0.00000
    4   -99540.8017   -99540.7291   -99540.7291   0.01747   0.00000  0.00000
    5   -99541.3375   -99540.7131   -99540.7131   0.01573   0.00000  0.00000
    6   -99540.2144   -99540.7751   -99540.7751   0.02308   0.00000  0.00000
    7   -99540.3103   -99540.7715   -99540.7715   0.01530   0.00000  0.00000
    8   -99540.6142   -99540.6778   -99540.6778   0.00556   0.00000  0.00000
    9   -99540.7375   -99540.6691   -99540.6691   0.00432   0.00000  0.00000
   10   -99540.7529   -99540.6652   -99540.6652   0.00355   0.00000  0.00000
   11   -99540.7201   -99540.6780   -99540.6780   0.00246   0.00000  0.00000
   12   -99540.6931   -99540.6810   -99540.6810   0.00246   0.00000  0.00000
   13   -99540.6612   -99540.6895   -99540.6895   0.00187   0.00000  0.00000
   14   -99540.6626   -99540.6893   -99540.6893   0.00217   0.00000  0.00000
   15   -99540.6832   -99540.6882   -99540.6882   0.00180   0.00000  0.00000
   16   -99540.6934   -99540.6888   -99540.6888   0.00144   0.00000  0.00000
   17   -99540.6833   -99540.6892   -99540.6892   0.00065   0.00000  0.00000
   18   -99540.6807   -99540.6887   -99540.6887   0.00067   0.00000  0.00000
   19   -99540.6808   -99540.6881   -99540.6881   0.00063   0.00000  0.00000
   20   -99540.6880   -99540.6868   -99540.6868   0.00042   0.00000  0.00000
   21   -99540.6860   -99540.6868   -99540.6868   0.00031   0.00000  0.00000
   22   -99540.6829   -99540.6867   -99540.6867   0.00019   0.00000  0.00000
   23   -99540.6867   -99540.6865   -99540.6865   0.00019   0.00000  0.00000
   24   -99540.6891   -99540.6865   -99540.6865   0.00018   0.00000  0.00000
   25   -99540.6878   -99540.6867   -99540.6867   0.00010   0.00000  0.00000
